Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,0.99,0,0.22,2.28,72,7,7.2,6,TT Fusion,E10+
The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.81,0,0.2,2.28,76,42,7.1,71,The Sims Studio,T
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.94,0.53,0.62,0.18,2.28,68,24,8.2,27,"HAL Labs, Creatures Inc.",E
TOCA Touring Car Championship,PS,1997,Racing,Codemasters,0.07,2,0.02,0.18,2.28,,,,,,
Dead Island,PS3,2011,Action,Deep Silver,1.08,0.73,0.15,0.31,2.27,71,41,6.6,405,Techland,M
Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27,81,24,8.9,54,HAL Labs,E
Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,88,17,8.9,42,Nintendo,E
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.6,0,0.31,2.26,80,35,8.6,43,Backbone Entertainment,E10+
Far Cry: Primal,PS4,2016,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26,76,91,6.3,635,Ubisoft Montreal,M
Battlefield 1,XOne,2016,Shooter,Electronic Arts,1.28,0.77,0,0.2,2.25,87,37,8.2,440,EA DICE,M
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25,84,31,9,52,Capcom,M
Cool Boarders 2,PS,1997,Sports,UEP Systems,1.52,0.46,0.2,0.08,2.25,,,,,,
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,87,55,9.4,306,Intelligent Systems,E
Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0,0.17,2.25,79,31,5.5,56,EA Tiburon,E
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.63,0.04,0.35,2.25,80,89,7.5,914,SCE Santa Monica,M
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.53,0.02,0.3,2.24,83,45,7.8,52,Neversoft Entertainment,T
Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,87,22,8.1,48,Sonic Team,E
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.05,0.91,0.04,0.24,2.24,74,53,5.7,72,Sega,E
Just Dance Kids,Wii,2010,Misc,Ubisoft,1.52,0.54,0,0.18,2.24,,,,,Ubisoft,E
Call of Duty 3,Wii,N/A,Shooter,Activision,1.17,0.84,0,0.23,2.24,69,42,6.7,61,Exakt,T
New Super Luigi U,WiiU,2013,Platform,Nintendo,1.25,0.62,0.18,0.18,2.24,77,59,7.9,288,Nintendo,E
Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,1.48,0.55,0,0.21,2.23,,,7.4,355,Ubisoft,M
Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,1.29,0.83,0,0.11,2.23,74,16,8,13,Digital Eclipse,E
Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,0.51,0.5,0.91,0.31,2.23,79,61,8,139,Square Enix,T
Madden NFL 25,X360,2013,Sports,Electronic Arts,1.98,0.06,0,0.19,2.23,80,32,5.6,136,EA Sports,E
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23,,,,,,
Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0,0.28,2.23,,,,,Konami,E10+
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.72,0.1,0.35,2.23,91,25,8.2,858,Gearbox Software,M
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0,0.31,2.22,92,44,8.8,204,Ubisoft,T
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.65,0.4,1.05,0.11,2.22,84,70,8.6,219,Capcom,T
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.79,0,0.19,2.22,80,37,7.6,127,TT Games,E10+
The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,1,0.63,0.45,0.13,2.22,,,,,,
Resident Evil 4,Wii,2007,Action,Capcom,1.32,0.56,0.14,0.2,2.22,,,,,,
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,73,40,7.3,480,Ubisoft Montreal,M
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.85,0,0.35,2.21,71,47,6.6,233,LucasArts,T
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1.06,0.82,0.05,0.28,2.21,,,,,,
Frogger,2600,1981,Action,Parker Bros.,2.06,0.12,0,0.02,2.2,,,,,,
Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0,0.17,2.2,92,55,8.1,220,Harmonix Music Systems,T
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.79,0.01,0.19,2.2,79,76,5.9,1095,Turn 10,E
Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0,0.18,2.2,92,69,8.3,156,Harmonix Music Systems,T
Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,2.05,0,2.2,,,,,,
Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2,,,,,,
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.96,0,0.21,2.2,88,73,7,206,Criterion Games,E10+
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.4,0.59,0,0.2,2.2,80,15,7.9,16,TT Fusion,E
BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.54,0.02,0.19,2.2,88,93,8.2,573,2K Marin,M
High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,0.9,0,0.23,2.2,,,,,,
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0,0.08,2.19,94,72,9.2,317,BioWare,T
Kirby's Pinball Land,GB,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19,,,,,,
Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19,,,,,,
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.54,0.25,0,0.4,2.19,81,37,6.1,208,EA Sports,E
Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33,2.19,80,41,6.6,132,Konami,E
Saints Row,X360,2006,Action,THQ,1.17,0.77,0.02,0.22,2.18,81,74,7.5,211,Volition Inc.,M
Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,0,0,2.17,0.01,2.18,,,,,,
ATV Offroad Fury 2,PS2,2002,Racing,THQ,1.92,0.2,0,0.06,2.18,82,26,8.9,28,Rainbow Studios,E
FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.42,0,0.16,2.18,82,33,5.4,347,EA Sports,E
Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17,,,,,,
Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17,,,,,,
Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17,,,,,,
Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,1.29,0.68,0,0.2,2.16,80,33,6.9,614,Massive Entertainment,M
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.28,0.67,0.01,0.21,2.16,82,54,6.3,539,Square Enix,T
The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0,0.1,2.16,74,17,7.9,30,Maxis,T
Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.67,0.3,0.02,0.18,2.16,79,72,7.6,110,5TH Cell,E10+
Sonic Unleashed,Wii,2008,Platform,Sega,1.26,0.67,0.02,0.21,2.16,66,30,7.3,136,Sonic Team,E10+
Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,1.5,0.55,0.02,0.08,2.15,,,,,,
Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.28,0.03,0.73,0.12,2.15,69,21,7.6,50,HAL Labs,E
Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0,2.15,,,,,,
Skylanders SWAP Force,Wii,2013,Platform,Activision,1.21,0.75,0,0.19,2.15,,,6.6,5,Beenox,E10+
Overwatch,PS4,2016,Shooter,Activision,0.81,0.85,0.15,0.33,2.14,90,31,6.1,1358,Blizzard Entertainment,T
Hitman: Absolution,PS3,2012,Action,Square Enix,0.59,1.05,0.07,0.44,2.14,83,30,7.5,511,Io Interactive,M
SimCity 2000,PC,1992,Simulation,Maxis,1.2,0.84,0,0.1,2.14,,,,,,
R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14,,,,,,
Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,0.66,0,1.45,0.03,2.14,,,,,,
Mahjong,NES,1983,Misc,Nintendo,0.01,0,2.13,0,2.14,,,,,,
Demon Attack,2600,1981,Shooter,Imagic,1.99,0.12,0,0.02,2.13,,,,,,
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.02,0,0.59,2.13,64,45,7.5,30,Amaze Entertainment,T
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0,0.27,2.13,77,26,9,20,KCET,E
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,87,44,7.8,212,Square Enix,E
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.49,0.46,0,0.18,2.12,62,5,5.2,54,Ubisoft,E
Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,85,35,8.2,28,Bizarre Creations,E
Golf,GB,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12,,,,,,
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,90,38,6.7,127,Visual Concepts,E
Tony Hawk's Pro Skater,N64,2000,Sports,Activision,1.68,0.4,0,0.03,2.11,,,,,,
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11,89,31,8.5,92,Black Box,E
PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,0.11,1.33,0.4,0.26,2.11,,,,,,
Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11,78,24,9.3,201,Omega Force,T
NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.44,0.31,0.04,0.32,2.11,84,26,4.9,142,Visual Concepts,E
Parasite Eve,PS,1998,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1,81,17,8.9,89,SquareSoft,M
Tetris DS,DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1,84,56,8.7,44,Nintendo,E
Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,,,,,,
Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ,1.17,0.72,0,0.22,2.1,,,,,,
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.71,0.94,0.14,0.32,2.1,73,46,5,845,Visceral Games,M
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.63,0.31,0,0.16,2.1,86,66,8.3,382,NetherRealm Studios,M
Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.6,0,0.29,2.09,83,58,7.9,427,Gearbox Software,M
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09,84,60,9,212,Capcom,M
Derby Stallion,PS,1997,Sports,ASCII Entertainment,0,0,1.96,0.14,2.09,,,,,,
NBA 2K11,X360,2010,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,89,50,8.1,100,Visual Concepts,E
Finding Nemo,PS2,2003,Action,THQ,1.26,0.6,0.05,0.18,2.09,,,,,,
Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.96,0.67,0.12,0.34,2.09,74,58,7.9,1287,Techland,M
Yokai Watch,3DS,2013,Role-Playing,Nintendo,0.25,0.45,1.33,0.05,2.09,,,,,,
Dead Rising,X360,2006,Action,Capcom,1.16,0.64,0.08,0.2,2.08,85,82,7.6,520,Capcom,M
World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.77,0.32,0,0,2.08,90,53,5.6,953,Blizzard Entertainment,T
Tetris Worlds,PS2,2002,Puzzle,THQ,1.11,0.71,0,0.27,2.08,44,7,6.2,11,Blue Planet Software,E
Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,2.08,77,45,7.1,136,Matrix Software,E10+
Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0,0,2.08,,,8.3,14,Bullfrog Productions,E
Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08,69,33,8.2,57,Hudson,E
Rock Band,Wii,N/A,Misc,MTV Games,1.33,0.56,0,0.2,2.08,80,21,6.3,37,Harmonix Music Systems,T
Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0,0.11,2.08,,,,,,
Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,0.89,0.58,0.46,0.14,2.08,,,,,,
Portal 2,X360,2011,Shooter,Valve Software,1.41,0.49,0.01,0.17,2.08,95,66,8.5,997,Valve Software,E10+
Mario Sports Mix,Wii,2010,Sports,Nintendo,0.88,0.44,0.63,0.12,2.08,64,54,7.1,34,Square Enix,E
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07,72,21,7.8,54,EA Canada,E10+
Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,1.54,0.46,0,0.08,2.07,,,,,,
The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.93,0,0.22,2.07,49,5,5.2,24,Full Fat,E
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.52,0,0.19,2.07,73,16,7.1,27,Konami,E10+
DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31,2.07,71,85,6.1,1571,Evolution Studios,E
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,1.64,0.36,0,0.07,2.07,,,,,,
UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.48,0.39,0,0.19,2.06,83,68,7.9,51,Yuke's,T
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,89,66,8.9,443,Kojima Productions,T
Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,1.42,0.09,0.45,0.1,2.06,,,,,,
Wipeout: The Game,Wii,2009,Misc,Mindscape,1.94,0,0,0.12,2.06,,,,,,
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06,,,,,,
The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06,55,13,,,Helixe,E
R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06,88,18,9.2,21,Namco,
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,0.63,0.41,0.75,0.26,2.06,82,62,8.6,208,Square Enix,E10+
Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06,,,,,,
SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06,92,41,8.8,120,Namco,T
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,72,42,7.1,78,EA Black Box,E10+
Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05,75,26,8.8,41,Sonic Team,E
Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive,0.6,0.96,0.13,0.36,2.05,,,,,,
Madden NFL 15,X360,2014,Sports,Electronic Arts,1.77,0.06,0,0.22,2.05,,,5.5,29,EA Sports,E
Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1,0.05,0.38,2.05,59,40,5.9,71,EA Vancouver,T
Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.89,0.94,0.02,0.21,2.05,,,,,,
NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0,0.05,2.05,,,,,,
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0,0.28,2.04,72,38,9,34,Zipper Interactive,T
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0,0.31,2.04,82,41,8.2,68,Ubisoft Montpellier,T
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,73,26,6,43,EA Black Box,E10+
Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,78,26,8.9,53,Rare Ltd.,E
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,86,56,8.2,63,Harmonix Music Systems,T
PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.48,1.28,0.02,0.25,2.04,,,,,,
1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03,,,,,,
Carnival Games,DS,2008,Misc,Take-Two Interactive,1.21,0.63,0,0.19,2.03,48,11,3.3,4,Cat Daddy Games,E
NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27,2.03,86,19,7.7,41,EA Sports,E
Call of Duty 2,X360,2005,Shooter,Activision,1.82,0.04,0.01,0.16,2.03,89,65,8.1,307,Infinity Ward,T
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.72,1.08,0,0.23,2.03,73,24,7.7,29,"Ubisoft Paris, Ubisoft Montpellier",E10+
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.15,0.04,0.83,0,2.02,62,34,8.1,97,ChunSoft,E
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,89,54,8.7,1397,From Software,M
Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.39,0,0.16,2.02,70,34,7.7,17,Ubisoft,E10+
Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0,0.19,2.02,81,5,6.6,480,EA DICE,M
Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01,92,72,9.1,1130,Intelligent Systems,T
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64,48,6.4,182,Black Box,T
Just Dance 2015,Wii,2014,Misc,Ubisoft,0.99,0.85,0,0.17,2.01,,,8.4,5,Ubisoft,E10+
Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,89,43,7.4,1984,BioWare,M
Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2,,,,,,
Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.66,0,0.29,2,88,67,8.8,545,EA Redwood Shores,M
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.28,0,0.23,2,76,44,7.1,107,Midway,T
TouchMaster,DS,2007,Puzzle,Midway Games,0.48,1.27,0,0.24,2,71,19,5.7,9,Midway Studios - San Diego,E10+
Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99,87,14,8.8,45,Acquire,M
Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99,,,,,,
Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,76,11,7.9,14,Eurocom Entertainment Software,E
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,1.98,75,53,7.8,162,h.a.n.d. Inc.,E10+
Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.88,0,0.32,1.98,80,46,7.6,82,EA Black Box,T
SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98,,,,,,
Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,,,8.5,33,Argonaut Games,E
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,80,53,6.2,667,Ghost Games,E10+
Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0,0.28,1.97,56,20,4.1,95,Check Six Games,E
Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,68,40,6.6,167,Capcom,M
E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0,0.02,1.97,,,,,,
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81,57,8.7,34,Clap Hanz,E10+
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.18,0.64,0.9,0.24,1.96,,,,,,
Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,,,,,,
Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,,,,,,
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85,83,8.4,431,"PLAYGROUND, Playground Games",T
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225,Ubisoft Montreal,M
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,1.95,69,24,7.7,59,Vicarious Visions,E
Resident Evil 6,X360,2012,Shooter,Capcom,1.12,0.6,0.07,0.16,1.95,67,71,5,1407,Capcom,M
Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95,93,58,8.6,118,Rockstar North,AO
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0,0.09,1.95,,,,,,
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,1.95,90,31,8.8,70,Electronic Arts,E
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0,0.25,1.94,80,33,8.9,41,Aki Corp.,